,index,title,genres,id,release_year,runtime,popularity,cast,crew
2513,2513,Ghost in the Shell,Action Animation Science Fiction,9323,1995,83.0,10.686166,Atsuko Tanaka Akio Ohtsuka Iemasa Kayumi Kouichi Yamadera Yutaka Nakano Tesshou Genda Naruki Masahisa Masato Yamanouchi Shinji Ogawa Mitsuru Miyamoto Kazuhiro Yamaji Shigeru Chiba Hiroshi Yanaka Ginzô Matsuo Takashi Matsuyama Sanryô Odaka Masamichi Satô Atsuko Hayashida Yûji Ueda Toshiki Kameyama Atsushi Goto Maaya Sakamoto,Mamoru Oshii
2514,2514,The Substitute,Action Thriller,20762,1996,114.0,10.68537,Tom Berenger Raymond Cruz Marc Anthony William Forsythe Luis Guzmán Diane Venora Ernie Hudson Richard Brooks Glenn Plummer Cliff De Young Peggy Pope Willis Sparks,Robert Mandel
2515,2515,The Adventures of Robin Hood,Action Adventure Romance,10907,1938,102.0,10.685036,"Errol Flynn Olivia de Havilland Basil Rathbone Claude Rains Patric Knowles Eugene Pallette Alan Hale Melville Cooper Ian Hunter ""Una OConnor"" Herbert Mundin Montagu Love Leonard Willey Robert Noble Kenneth Hunter Robert Warwick Colin Kenny Lester Matthews Harry Cording Howard Hill Ivan F. Simpson",Michael Curtiz William Keighley
2516,2516,Dancer in the Dark,Drama Crime Music,16,2000,140.0,10.684806,Björk Catherine Deneuve David Morse Peter Stormare Joel Grey Cara Seymour Vladica Kostic Jean-Marc Barr Vincent Paterson Siobhan Fallon Zeljko Ivanek Udo Kier Jens Albinus Reathel Bean Mette Berggreen Lars Michael Dinesen Katrine Falkenberg Michael Flessas John Randolph Jones Stellan Skarsgård Paprika Steen Noah Lazarus John Martinus Luke Reilly Sean-Michael Smith Al Agami Anna Norberg Troels Asmussen Caroline Sascha Cogez,Lars von Trier
2517,2517,Men in Black 3,Action Comedy Science Fiction,41154,2012,106.0,10.684385,Will Smith Tommy Lee Jones Josh Brolin Michael Stuhlbarg Emma Thompson Jemaine Clement Nicole Scherzinger Alice Eve Bill Hader Michael Chernus David Rasche Keone Young Cayen Martin Mike Colter Mela Hudson Will Arnett Kelvin Davis Dan Bittner,Barry Sonnenfeld
2518,2518,Don't Look Back,Drama Horror Mystery,18897,2009,110.0,10.681024,"Sophie Marceau Monica Bellucci Brigitte Catillon Andrea Di Stefano Thierry Neuvic Sylvie Granotier Augusto Zucchi Giovanni Franzoni Vittoria Meneganti Francesca Melucci Adrien de Van ""Serena dAmato"" Thomas De Araujo Thaïs Fischer",Marina de Van
2519,2519,Lincoln,History Drama,72976,2012,149.0,10.680331,Daniel Day-Lewis Sally Field David Strathairn Joseph Gordon-Levitt James Spader Hal Holbrook Tommy Lee Jones Lee Pace Jackie Earle Haley Jared Harris Bruce McGill Walton Goggins Tim Blake Nelson Boris McGiver Adam Driver John Hawkes Joseph Cross Peter McRobbie Gulliver McGrath Gloria Reuben Jeremy Strong Michael Stuhlbarg David Costabile Stephen Spinella Walton Goggins David Warshofsky Colman Domingo Lukas Haas Dane DeHaan Bill Camp Elizabeth Marvel Julie White Byron Jennings Richard Topol Walter Smith Dakin Matthews Wayne Duvall Bill Raymond Drew Sease John Hutton Chase Edmunds Gregory Itzin John Lescault Mike Shiflett Gannon McHale Ken Lambert Thomas K. Belgrey Mary Dunleavy Armistead Wellford Ted Johnson Don Henderson Baker Raynor Scheine Todd Fletcher Charles Kinney Joseph Carlson Michael Goodwin Edward McDonald Jim Batchelder Gregory Hosaflook Joe Kerkes William Kaffenberger Larry Van Hoose C. Brandon Marshall Christopher Boyer S. Epatha Merkerson Robert Shepherd Grainger Hines Skye Dennis Scott Wichmann David Oyelowo Stephen Henderson,Steven Spielberg
2520,2520,Milk,History Drama,10139,2008,128.0,10.680121,"Sean Penn Emile Hirsch James Franco Josh Brolin Diego Luna Alison Pill Victor Garber ""Denis OHare"" Joseph Cross Stephen Spinella Boyd Holbrook Lucas Grabeel Dave Franco",Gus Van Sant
2521,2521,The Devil's Own,Crime Thriller Drama,4477,1997,107.0,10.675073,"Harrison Ford Brad Pitt Margaret Colin Rubén Blades Treat Williams George Hearn Mitchell Ryan Natascha McElhone Paul Ronan Simon Jones Julia Stiles Ashley Carin Kelly Singer ""David OHara"" David Wilmot Rob McElhenney Chance Kelly",Alan J. Pakula
2522,2522,The Indian in the Cupboard,Adventure Family Fantasy,11359,1995,96.0,10.673296,Hal Scardino Litefoot Lindsay Crouse Richard Jenkins Rishi Bhat Steve Coogan David Keith Sakina Jaffrey Vincent Kartheiser Nestor Serrano,Frank Oz
2523,2523,Sense and Sensibility,Drama Romance,4584,1995,136.0,10.673167,Kate Winslet Emma Thompson Hugh Grant Tom Wilkinson Alan Rickman Imogen Stubbs Greg Wise Hugh Laurie Imelda Staunton Robert Hardy Oliver Ford Davies James Fleet Harriet Walter Gemma Jones Emilie François Elizabeth Spriggs Richard Lumsden,Ang Lee
2524,2524,Sing Street,Romance Drama Music,369557,2016,106.0,10.672862,Ferdia Walsh-Peelo Lucy Boynton Maria Doyle Kennedy Aidan Gillen Jack Reynor Kelly Thornton Ben Carolan Mark McKenna Percy Chamburuka Conor Hamilton Kyle Bradley Donaldson Karl Rice Ian Kenny Don Wycherley Lydia McGuinness Connor Hamilton Pádraig J. Dunne Marcella Plunkett Keith McErlean Eva-Jane Gaffney Des Keogh Kian Murphy Peter Campion Paul Roe,John Carney
2525,2525,Johnny English Reborn,Crime Adventure Action Comedy Thriller,58233,2011,101.0,10.668658,Rowan Atkinson Dominic West Gillian Anderson Rosamund Pike Daniel Kaluuya Tim McInnerny Stephen Campbell Moore Mariella Frostrup Richard Schiff Rupert Vansittart Isla Blair Emma Vansittart Eric Carte Roger Barclay Christina Chong Burn Gorman Togo Igawa Miles Jupp Pik-Sen Lim Ellen Thomas Benedict Wong Lobo Chan Mark Ivanir Isabella Blake-Thomas Andrew Woodall Chris Jarman Wale Ojo Joséphine de la Baume Eleanor Wyld Margaret Clunie Mandi Sidhu Clara Paget,Oliver Parker
2526,2526,Safari,Adventure Comedy,15587,2009,102.0,10.6678,Kad Merad Lionel Abelanski Frédérique Bel Guy Lecluyse David Saracino Nicolas Marié Yannick Noah Omar Sy Valérie Benguigui,Olivier Baroux
2527,2527,Dark Shadows,Comedy Fantasy,62213,2012,113.0,10.665859,Johnny Depp Michelle Pfeiffer Helena Bonham Carter Jackie Earle Haley Jonny Lee Miller Eva Green Bella Heathcote Chloë Grace Moretz Gulliver McGrath Ray Shirley Christopher Lee Alice Cooper Ivan Kaye Susanna Cappellaro Raffey Cassidy Alexia Osborne William Hope Glen Mexted Josephine Butler Shane Rimmer Michael Shannon Nigel Whitmey Sophie Kennedy Clark Hannah Murray Charlotte Spencer,Tim Burton
2528,2528,Leviathan,Adventure Horror Action Thriller Science Fiction,14372,1989,98.0,10.653446,Peter Weller Richard Crenna Amanda Pays Ernie Hudson Daniel Stern Héctor Elizondo Lisa Eilbacher Michael Carmine Meg Foster Eugene Lipinski Larry Dolgin Pascal Druant Steve Pelot,George P. Cosmatos
2529,2529,Open Water,Drama Thriller,83,2004,79.0,10.652818,Blanchard Ryan Daniel Travis Saul Stein Michael E. Williamson Christina Zenato John Charles,Chris Kentis
2530,2530,The Two Faces of January,Thriller,192149,2014,96.0,10.652311,Viggo Mortensen Kirsten Dunst Oscar Isaac Yiğit Özşener Daisy Bevan David Warshofsky Omiros Poulakis Prometheus Aleifer Nikos Mavrakis James Sobol Kelly Karayianni Margaux Socrates Alafouzos Ozan Tas Özcan Özdemir Evgenia Dimitropoulou Pablo Verdejo Kosta Kortidis Peter Mair Okan Avci Mehmet Esen Ioannis Vordos Brian Niblett Angelis Nannos,Hossein Amini
2531,2531,The Magnificent Seven,Western,966,1960,128.0,10.650752,Yul Brynner Eli Wallach Steve McQueen Charles Bronson Robert Vaughn Brad Dexter James Coburn Horst Buchholz Jorge Martínez de Hoyos Vladimir Sokoloff Rosenda Monteros Rico Alaniz Pepe Hern Natividad Vacío Mario Navarro Danny Bravo John A. Alonzo Enrique Lucero Alex Montoya Robert J. Wilke Val Avery Whit Bissell Bing Russell Joseph Ruskin Victor French Jim Davis José Chávez Valentin de Vargas Larry Duran Roberto Contreras,John Sturges
2532,2532,They Call Me Jeeg Robot,Action Drama Comedy Thriller Science Fiction,364433,2015,112.0,10.649494,Claudio Santamaria Ilenia Pastorelli Luca Marinelli Stefano Ambrogi Maurizio Tesei Francesco Formichetti Daniele Trombetti Joel Sy Antonia Truppo Gianluca Di Gennaro Salvatore Esposito Juana Jimenez Giampaolo Crescenzio Tommaso Di Carlo Jennifer Distaso Roberto Libertini Leandro Carano,Gabriele Mainetti
2533,2533,Paint Your Wagon,Drama Action Comedy Western Music,20391,1969,158.0,10.648872,"Lee Marvin Clint Eastwood Jean Seberg Harve Presnell Ray Walston Tom Ligon Alan Dexter ""William OConnell"" Robert Easton Geoffrey Norman John Mitchum Sue Casey Roy Jenson",Joshua Logan
2534,2534,Night of the Living Dead,Horror,19185,1990,88.0,10.644165,"Patricia Tallman Tony Todd Tom Towles McKee Anderson Bill Moseley William Butler Katie Finneran Heather Mazur David W. Butler Zachary Mott Pat Reese William Cameron Pat Logan Berle Ellis ""Bill Chilly Billy Cardille"" Greg Funk Stacie Foster Russell Streiner Rik Billock Don Brockett Earl Ellis",Tom Savini
2535,2535,The Brass Teapot,Comedy Fantasy Thriller,127867,2012,100.0,10.642891,Juno Temple Michael Angarano Alexis Bledel Billy Magnussen Alia Shawkat Bobby Moynihan Steve Park Ben Rappaport Lucy Walters Jack McBrayer Debra Monk Michael Delaney Tara Copeland Thomas Middleditch Bob McClure Rebecca Darke Ian Scott McGregor Travis Myers Matt Walsh Danielle Kotch M.K. Walsh Claudia Mason Cristin Milioti Roland J. Walton Christopher Maggi Matthew Backer Yuen Byun Adam Files Kirk Roos Christopher Jon Gombos William Todd Levinson Harry L. Seddon,Ramaa Mosley
2536,2536,Solaris,Drama Science Fiction Mystery Romance,2103,2002,99.0,10.642824,George Clooney Natascha McElhone Viola Davis Jeremy Davies Ulrich Tukur Michael Ensign John Cho Morgan Rusler Shane Skelton Donna Kimball Elpidia Carrillo Kent Faulcon Lauren Cohn,Steven Soderbergh
2537,2537,The Smurfs 2,Fantasy Family Comedy Animation,77931,2013,105.0,10.640864,"Hank Azaria Neil Patrick Harris Brendan Gleeson Jayma Mays Jonathan Winters Katy Perry Christina Ricci J.B. Smoove Anton Yelchin George Lopez John Oliver Jacob Tremblay ""Nancy ODell"" Fred Armisen Alan Cumming Mario López Jimmy Kimmel Frank Welker Tom Kane Paul Reubens B. J. Novak ""Shaquille ONeal"" Shaun White Jeff Foxworthy Gary Basaraba Adam Wylie Joel McCrary Kenan Thompson John Kassir Kevin Lee Vanessa Matsui Gaston Morrison",Raja Gosnell
2538,2538,Robin Hood: Prince of Thieves,Adventure,8367,1991,143.0,10.639244,Kevin Costner Morgan Freeman Christian Slater Mary Elizabeth Mastrantonio Alan Rickman Geraldine McEwan Michael McShane Brian Blessed Michael Wincott Nick Brimble Soo Drouet Sean Connery Bryan Adams Daniel Peacock Walter Sparrow Harold Innocent Jack Wild Howard Lew Lewis John Hallam Pat Roach Derek Deadman John Tordoff Michael Goldie Liam Halligan Marc Zuber Merelina Kendall Imogen Bain Jimmy Gardner Bobby Parr Douglas Blackwell Andy Hockley Christopher Adamson Richard Strange Susannah Corbett Daniel Newman,Kevin Reynolds
2539,2539,Suspect,Crime Drama Thriller,12623,1987,121.0,10.638289,Cher Dennis Quaid Liam Neeson John Mahoney Joe Mantegna Philip Bosco E. Katherine Kerr Fred Melamed Lisbeth Bartlett,Peter Yates
2540,2540,The Sword in the Stone,Animation Family,9078,1963,79.0,10.636458,Sebastian Cabot Karl Swenson Junius Matthews Norman Alden Rickie Sorensen Ginny Tyler Martha Wentworth Alan Napier Richard Reitherman Robert Reitherman,Wolfgang Reitherman
2541,2541,Local Hero,Comedy Drama,11235,1983,111.0,10.636074,Burt Lancaster Peter Riegert Fulton Mackay Denis Lawson Norman Chancer Peter Capaldi Alex Norton Jenny Seagrove Jennifer Black Christopher Rozycki Gyearbuor Asante John M. Jackson Dan Ammerman Tam Dean Burn John Gordon Sinclair Rikki Fulton Jimmy Yuill,Bill Forsyth
2542,2542,Rush,Drama Action,96721,2013,123.0,10.63552,Daniel Brühl Chris Hemsworth Olivia Wilde Alexandra Maria Lara Natalie Dormer Christian McKay Tom Wlaschiha Pierfrancesco Favino David Calder Stephen Mangan Alistair Petrie Julian Rhind-Tutt Colin Stinton Jamie de Courcey Ilario Calvo Patrick Baladi Vincent Riotta Martin Savage Jamie Sives James Norton Michael Vardian Jochen Kolenda Hannah Britland Augusto Dallara Douglas Reith Eddie Bagayawa,Ron Howard
2543,2543,Antibirth,Horror,332285,2016,94.0,10.629806,Natasha Lyonne Chloë Sevigny Meg Tilly Mark Webber Maxwell McCabe-Lokos Emmanuel Kabongo Neville Edwards Morgan Bedard Corey Pascall Lili Francks Marie-Josee Dionne Jessica Greco Kevin Hoffman Chad Gibbons Spider Allen Wayne St-George Megan Dawson John MacRae,Danny Perez
2544,2544,Taken,Science Fiction,150004,2002,877.0,10.62823,Dakota Fanning Matt Frewer Eric Close Emily Bergl Heather Donahue Joel Gretsch Adam Kaufman John Hawkes Ryan Hurst James McDaniel,John Fawcett Thomas J. Wright Tobe Hooper Sergio Mimica-Gezzan Michael Katleman Breck Eisner Bryan Spicer Félix Enríquez Alcalá Jeremy Kagan
2545,2545,Slipstream,Fantasy Comedy Drama,18633,2007,96.0,10.627974,Anthony Hopkins Stella Arroyave Lana Antonova Lindsay Barth Michael Clarke Duncan S. Epatha Merkerson John Turturro Christian Slater Camryn Manheim Jeffrey Tambor Fionnula Flanagan Michael Lerner Christopher Lawford Lisa Pepper Gavin Grazer Aaron Tucker Jana Thompson,Anthony Hopkins
2546,2546,Beetlejuice,Fantasy Comedy,4011,1988,92.0,10.627364,"Geena Davis Alec Baldwin Winona Ryder Michael Keaton ""Catherine OHara"" Jeffrey Jones Glenn Shadix Sylvia Sidney Patrice Martinez Dick Cavett Robert Goulet Maree Cheatham Susan Kellermann Carmen Filpi Annie McEnroe Rachel Mittelman Hugo Stanger Maurice Page J. Jay Saunders Mark Ettlinger Cindy Daly Tony Cox Duane Davis Simmy Bow Adelle Lutz Harry Belafonte Charles Schneider Christine Bridges",Tim Burton
2547,2547,The Organizer,Crime Drama,51092,1963,130.0,10.625787,Marcello Mastroianni Renato Salvatori Gabriella Giorgelli Folco Lulli Bernard Blier Raffaella Carrà François Périer Vittorio Sanipoli Mario Pisu Kenneth Kove Annie Girardot Edda Ferronao Anna Di Silvio Elvira Tonelli Giampiero Albertini Pippo Starnazza Sara Simoni Roberto Diamanti Bruno Scipioni Silvio Anselmo Piero Lulli Giulio Bosetti,Mario Monicelli
2548,2548,Monsoon Wedding,Comedy Drama Romance,480,2001,114.0,10.625504,Naseeruddin Shah Lillete Dubey Vijay Raaz Tillotama Shome Vasundhara Das Parvin Dabas Sameer Arya Neha Dubey Kemaya Kidwai Ishaan Nair Randeep Hooda Soni Razdan Roshan Seth Shefali Shah,Mira Nair
2549,2549,Entrapment,Romance Drama Mystery,1844,1999,112.0,10.62333,"Sean Connery Catherine Zeta-Jones Will Patton Maury Chaykin Ving Rhames Kevin McNally ""Terry ONeill"" Madhav Sharma David Yip Tim Potter Eric Meyers Aaron Swartz William Marsh Tony Xu Rolf Saxon Tom Clarke Hill David Howard Sai-Kit Yung Ravin J. Ganatra Rhydian Jai-Persad Hari Dhillon",Jon Amiel
2550,2550,Pi,Mystery Drama Thriller,473,1998,84.0,10.621362,Sean Gullette Mark Margolis Ben Shenkman Samia Shoaib Pamela Hart Ajay Naidu Joanne Gordon Stephen Pearlman Kristyn Mae-Anne Lao Lauren Fox Clint Mansell Espher Lao Nieves Stanley B. Herman,Darren Aronofsky
2551,2551,Octopussy,Adventure Action Thriller,700,1983,131.0,10.619302,Roger Moore Maud Adams Louis Jourdan Kristina Wayborn Kabir Bedi Steven Berkoff David Meyer Tony Meyer Desmond Llewelyn Robert Brown Lois Maxwell Michaela Clavell Walter Gotell Vijay Amritraj Albert Moses Geoffrey Keen Douglas Wilmer Andy Bradford Philip Voss Bruce Boa Richard LeParmentier Paul Hardwick Suzanne Jerome Cherry Gillespie Dermot Crowley Peter Porteous Eva Rueber-Staier Jeremy Bulloch Tina Hudson William Derrick Stuart Saunders Patrick Barr Gabor Vernon Hugo Bower Ken Norris Tony Arjuna Gertan Klauber Brenda Cowling David Grahame Brian Coburn Michael Halphie Mary Stavin Carolyn Seaward Carole Ashby Cheryl Anne Jani-Z Julie Martin Joni Flynn Julie Barth Kathy Davies Helene Hunt Gillian De Terville Safira Afzal Louise King Tina Robinson Alison Worth Janine Andrews Lynda Knight Susanne Dando Teresa Draddock Kirsten Harrison Christine Cullers Lisa Jackman Jane Aldridge Christine Gibson Tracy Llewellyn Ruth Flynn Roberto  Germains Richard Graydon The Hassani Troupe The Flying Cherokees Carol Richter Josef Richter Vera Fossett Shirley Fossett Barrie Winship Ravinder Singh Reyett Gurdial Sira Michael Moor Sven Surtees Peter Edmund Ray Charles Talib Johnny,John Glen
2552,2552,Lolita,Drama Romance,9769,1997,137.0,10.618141,Jeremy Irons Dominique Swain Melanie Griffith Frank Langella Suzanne Shepherd Keith Reddin Erin Dean Joan Glover Pat Perkins Ed Grady Angela Paton Michael Goodwin Ben Silverstone Emma Griffiths Malin Ronald Pickup,Adrian Lyne
2553,2553,Oldboy,Drama Thriller Mystery Action,670,2003,120.0,10.616859,Choi Min-sik Yoo Ji-tae Kang Hye-jung Kim Byeong-ok Oh Dal-su Ji Dae-Han Oh Tae-kyung Yoon Jin-Seo Lee Seung-Shin Lee Dae-yeon Ahn Yeon-suk Oh Gwang-rok Yoo Yeon-seok,Park Chan-wook
2554,2554,Tears of the Sun,Action Drama War,9567,2003,121.0,10.614987,"Bruce Willis Monica Bellucci Cole Hauser Eamonn Walker Johnny Messner Nick Chinlund Charles Ingram Paul Francis Chad Smith Tom Skerritt Malick Bowens Awaovieyi Agie Akosua Busia Ida Onyango Benjamin Ochieng Kanayo Chiemelu Hadar Busia-Singleton Fabrice Yahve Habimana Jr. Sammi Rotibi Jimmy Jean-Louis Fionnula Flanagan ""Cornelia Hayes OHerlihy"" Pierrino Mascarino Peter Mensah Howard Mungo Cle Shaheed Sloan Allison Dean Rodney Charles Jewel McDonald Harry Van Gorkum Michael Clossin",Antoine Fuqua
2555,2555,Black Mass,Crime Drama,261023,2015,122.0,10.61072,"Johnny Depp Joel Edgerton Benedict Cumberbatch Dakota Johnson Kevin Bacon Peter Sarsgaard Jesse Plemons David Harbour Adam Scott Corey Stoll Julianne Nicholson W. Earl Brown Bill Camp Juno Temple Mark Mahoney Brad Carter Scott G. Anderson Lonnie Farmer Mary Klug Erica McDermott Luke Ryan Owen Burke Lewis D. Wheeler Billy Meleady Jamie Donnelly David De Beck Gary Galone Rory Cochrane James Russo Jeremy Strong Danae Nason Bretton Manley Berglind Jonsdottir Robert Walsh David Conley Ciaran Crawford ""Thomas Philip ONeill"" Joey Vacchio Bill Haims Anthony Molinari Todd Ryan Jones Declan Mulvey Bates Wilder Marc Carver Richard Donelly Brian A. White Peter Morse Tom Kemp Patrick M. Walsh Naheem Garcia Kathryn A. Beauchamp Stephen Curran Darin X.L. MacEachern ""Cary Big Shug Guy"" Sean Malone Jack Neary Jimmy Joe Maher Forry Buckingham Danny DeMiller Michael F. Murphy Alexander Cook Ava Cooper Stella Cooper Amanda Blattner Julie Ann Dawson",Scott Cooper
2556,2556,Close Encounters of the Third Kind,Science Fiction Drama,840,1977,135.0,10.610446,"Richard Dreyfuss François Truffaut Teri Garr Melinda Dillon Bob Balaban J. Patrick McNamara Warren J. Kemmerling Cary Guffey Justin Dreyfuss Lance Henriksen Merrill Connally Amy Douglass Gene Dynarski Carl Weathers Norman Bartold ""F.J. ONeil"" Hal Barwood Phil Dodds Matthew Robbins David Anderson Gene Rader Daniel Nunez Chuy Franco Luis Contreras Galen Thompson John Dennis Johnston Robert Broyles Monty Jordan Basil Hoffman Stephen Powers George DiCenzo Alexander Lockwood Roberts Blossom Josef Sommer Bill Thurman James Keane J. Allen Hynek Howard K. Smith Adrienne Campbell Philip Dodds Shawn Bishop Mary Gafrey Michael J. Dyer Roger Ernest Randy Hermann Richard L. Hawkins Craig Shreeve Roy E. Richards Eumenio Blanco Dennis McMullen Cy Young Tom Howard Richard Stuart Bob Westmoreland Matt Emery John Ewing Kirk Raymond Keith Atkinson Bennett Wayne Dean Sr.",Steven Spielberg
2557,2557,Hateship Loveship,Drama,209271,2013,103.0,10.608891,Kristen Wiig Hailee Steinfeld Guy Pearce Christine Lahti Nick Nolte Jennifer Jason Leigh Sami Gayle,Liza Johnson
2558,2558,The Final Cut,Drama Mystery Science Fiction Thriller,11099,2004,95.0,10.606823,Robin Williams Mira Sorvino Jim Caviezel Mimi Kuzyk Genevieve Buechner Leanne Adachi Thom Bishops Stephanie Romanov,Omar Naim
2559,2559,The Jungle Book 2,Family Animation Adventure,14873,2003,72.0,10.605851,John Goodman Haley Joel Osment Mae Whitman Connor Funk Bob Joles Tony Jay Phil Collins John Rhys-Davies Jim Cummings,Steve Trenbirth
2560,2560,"Good bye, Lenin!",Comedy Drama Romance,338,2003,121.0,10.605595,Daniel Brühl Katrin Sass Chulpan Khamatova Maria Simon Florian Lukas Alexander Beyer Burghart Klaußner Michael Gwisdek Christine Schorn Jürgen Holtz Jochen Stern Stefan Walz Eberhard Kirchberg Hans-Uwe Bauer Jürgen Vogel Elke Werner,Wolfgang Becker
2561,2561,To Each His Own Cinema,Comedy Drama,36108,2007,100.0,10.604359,Isabelle Adjani Pegah Ahangarani Anouk Aimée Leonid Alexeenko Taraneh Alidoosti Dàvi Alvarado Antonin Artaud Vishka Asayesh Fred Astaire George Babluani Brigitte Bardot Cindy Beckett Caju Carl-Erik Calamnius Josh Brolin Wing Fan,Aki Kaurismäki Lars von Trier Alejandro González Iñárritu David Cronenberg Zhang Yimou Joel Coen Ethan Coen Wim Wenders Takeshi Kitano Roman Polanski Gus Van Sant David Lynch Walter Salles Theo Angelopoulos Jane Campion Michael Cimino Wong Kar-wai Ken Loach Claude Lelouch Bille August Youssef Chahine Amos Gitai Chen Kaige Olivier Assayas Luc Dardenne Atom Egoyan Jean-Pierre Dardenne Raymond Depardon Andrei Konchalovsky Hou Hsiao-hsien Nanni Moretti Tsai Ming-liang Manoel de Oliveira Abbas Kiarostami Raúl Ruiz Elia Suleiman
2562,2562,The Science of Sleep,Comedy Drama Fantasy,300,2006,105.0,10.603991,Gael García Bernal Charlotte Gainsbourg Miou-Miou Alain Chabat Emma de Caunes Aurélia Petit Sacha Bourdo Pierre Vaneck Stéphane Metzger Alain de Moyencourt Inigo Lezzi Yvette Petit Jean-Michel Bernard Bertrand Delpierre Eric Mariotto,Michel Gondry
2563,2563,Ray,Drama Music,1677,2004,152.0,10.603762,Jamie Foxx Kerry Washington Regina King Harry Lennix Clifton Powell Bokeem Woodbine Sharon Warren C.J. Sanders Curtis Armstrong Richard Schiff Larenz Tate Terrence Howard David Krumholtz Wendell Pierce Aunjanue Ellis Chris Thomas King Thomas Jefferson Byrd Rick Gomez Denise Dowse Warwick Davis Patrick Bauchau Robert Wisdom Kurt Fuller Jedda Jones,Taylor Hackford
2564,2564,Altered States,Mystery Drama Fantasy Science Fiction Thriller Horror,11542,1980,102.0,10.603299,William Hurt Blair Brown Bob Balaban Charles Haid Thaao Penghlis Miguel Godreau Dori Brenner Peter Brandon Charles White-Eagle Drew Barrymore Megan Jeffers Jack Murdock Francis X. McCarthy Deborah Baltzell Evan Richards Paul Larsson John Larroquette George Gaynes Hap Lawrence John Walter Davis,Ken Russell
2565,2565,Derailed,Drama Thriller,8999,2005,108.0,10.600475,"Clive Owen Jennifer Aniston Vincent Cassel Melissa George Addison Timlin Xzibit RZA Sandra Bee William Armstrong Tom Conti Rachael Blake Richard Leaf Catherine McCord ""Denis OHare"" Georgina Chapman Giancarlo Esposito David Morrissey David Oyelowo Jennifer Joan Taylor",Mikael Håfström
2566,2566,Benny & Joon,Comedy Drama Romance,4104,1993,98.0,10.597116,Johnny Depp Mary Stuart Masterson Aidan Quinn Julianne Moore Oliver Platt CCH Pounder Dan Hedaya Joe Grifasi William H. Macy Liane Curtis Eileen Ryan Lynette Walden Waldo Larson Don Hamilton Leslie Laursen John Grant Phillips Irvin Johnson Shane Nilsson Faye Killebrew Ramsin Amirkhas Amy Alizabeth Sanford Brian Keevy Tony Lincoln Noon Orsatti Dan Kamin Gregory Cook Aaron Haedt,Jeremiah S. Chechik
2567,2567,A Lot Like Love,Comedy,8976,2005,107.0,10.596719,Ashton Kutcher Amanda Peet Aimee Garcia Taryn Manning Ali Larter Kathryn Hahn Kal Penn Gabriel Mann Jeremy Sisto Moon Bloodgood Holmes Osborne Lee Garlington Sarah Ann Morris Joeanna Sayler,Nigel Cole
2568,2568,Contraband,Thriller Action Drama Crime,77866,2012,109.0,10.595067,"Mark Wahlberg Kate Beckinsale Ben Foster Giovanni Ribisi J.K. Simmons William Lucking Diego Luna Caleb Landry Jones Robert Wahlberg Lukas Haas ""David OHara"" Ólafur Darri Ólafsson Jason Mitchell Paul LeBlanc Amber Gaiennie",Baltasar Kormákur
2569,2569,The Outcasts,Comedy,306943,2017,95.0,10.591249,Victoria Justice Eden Sher Ashley Rickards Avan Jogia Peyton List Claudia Lee Frank Whaley Ted McGinley Katie Chang William Peltz Anthony Atamanuik William Peltz Noah Robbins Katie Chang David W. Thompson Nick Bailey Brock Yurich Jazmyn Richardson Sameerah Luqmaan-Harris Harry Katzman Alex Shimizu Wayne Pyle Jeanette Dilone Lauren Schaffel Jillian Hite Shannon Formas Shana Kaplan Rebecca Werner Lorin Tompkins Amanda Bear Mattea Stark-Miller Stephanie Damiano Irene McMahon Joe Kassner Lorenzo Beronilla Jasmine Hope Bloch Gregory Brown Brinda Dixit Pierson Fode Faith Kelly Anna Kuchma Taylor Ligay Efren John Rowan Azumi Tsutsui Rachel Moss Inna Muratova Robbie Newell Robyn Ondrejka Jamie Lee Petronis Meg Phillips Grei Pines Harry L. Seddon Bettina Skye Nora Sommerkamp Shara Ashley Zeiger,Peter Hutchings
2570,2570,Devil's Due,Horror,79316,2014,89.0,10.591125,Allison Miller Zach Gilford Sam Anderson Robert Belushi Catherine Kresge Aimee Carrero Griff Furst Tyler Forrest Roger Payano Vanessa Ray Bill Martin Williams Geraldine Singer Julia Denton Colin Walker Jennifer Schemke Stacie Davis,Matt Bettinelli-Olpin Tyler Gillett
2571,2571,Blow-Up,Drama Mystery Thriller,1052,1966,111.0,10.59036,David Hemmings Vanessa Redgrave Sarah Miles John Castle Veruschka von Lehndorff Jane Birkin Gillian Hills Peter Bowles Julian Chagrin Claude Chagrin,Michelangelo Antonioni
2572,2572,Kidnapping Mr. Heineken,Drama Action Crime Thriller,228968,2015,95.0,10.588578,Anthony Hopkins Jim Sturgess Sam Worthington Ryan Kwanten Mark van Eeuwen Thomas Cocquerel Jemima West David Dencik Vera Van Dooren Kat Lindsay Roy McCrerey,Daniel Alfredson
2573,2573,The Naked Gun 33⅓: The Final Insult,Comedy Crime,36593,1994,83.0,10.587232,"Leslie Nielsen Priscilla Presley George Kennedy O.J. Simpson Fred Ward Kathleen Freeman Anna Nicole Smith Doris Belack Nigel Gibbs Andre Rosey Brown James Earl Jones Pia Zadora Ellen Greene Raye Birk Wylie Small ""Randall Tex Cobb"" Ann B. Davis Vanna White ""Weird Al"" Yankovic Mary Lou Retton David Zucker Julie Strain Florence Henderson Elisa Gabrielli Shannen Doherty Morgan Fairchild Elliott Gould Mariel Hemingway James Earl Jones Raquel Welch Symba",Peter Segal
